Id,Start time,Completion time,Email,Name,Interviewer Name,How did you get to this Nonna's today?,"        Just before coming here, where were you?",        Please select the area for your movie/ recreation?,        Please select the area of your shopping?,        Please select your area of work?,        Please select the area your college is located in?,Please select the area you're coming from?,Please specify where in Deccan?,Please specify where in Erandawne?,Please specify where in Kothrud?,Please specify where in Shivajinagar?,Please specify where in Old City?,"After leaving Nonna's today, where are you headed next?",Please select where are you going to?,        Please select the area you're going to for movies/ fun,        Please select the area you're going to for shopping,        Please select the area you're going to for work,        Please select your college area,Please select area in Deccan?,Please select area in Erandawne?,Please select area in Kothrud?,Please select area in Shivajinagar?,Please select area in Old City?,How many people are you here with?,When did you make a decision to eat at Nonna's?,Is it your first time visiting SiNonna's?,How did you discover Nonna's during your first visit?            ,How often do you visit Nonna's in particular?,What was the occasion of your eat out today?,What made you choose Nonna's for eating out?,How many times do you order Nonna's from Swiggy/ Zomato,How did you discover this Nonna's today?,What was the occasion for your visit to Nonna's today?,What brought you to Nonna's today?,How often do you eat out or order food from a restaurant?,How often do you eat out at a Premium/ Fine Dine Restaurant            ,Which of the following best depicts your age?,Gender,Marital Status,Occupation,What vehicle do you or your family own?,Where do you reside currently?,Would you visit Nonna's again in future?
199,6/28/2025 21:41,6/28/2025 21:46,anonymous,,Ks,Own Vehicle,At Home,,,,,Old City,,,,,Navi Peth,To Home,Old City,,,,,,,,,,2,1-3 hours ago,First time,,,,,,A friend told me,Family Outing,I wanted to try Sourdough Pizza ,2-3 times per month,1 time per month,18-24,Male,Unmarried/ Single,Student,We own both,,Yes
200,6/28/2025 21:40,6/28/2025 21:47,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Wakad,,,,,,,,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,1,Planned long back ,I come here often,My Gfs recommendation ,Once a quarter,"Special Celebration (Birthday, Anniversary)",Nonna's famous Tiramisu ,Never ordered online,,,,Once every 2-3 months,1 time per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,Bunglow ,Yes
201,6/28/2025 21:47,6/28/2025 21:50,anonymous,,Kd,Own Vehicle,At Home,,,,,Kothrud,,,MIT College / Anand Nagar,,,To Home,kothrud,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,Pizza with Drinks sounded like a good option,Once every 2-3 months,2-3 times per month,24-34,Female,Unmarried/ Single,Entrepreneur/ Business Owner,We own both,3 BHK,No
202,6/28/2025 21:48,6/28/2025 21:52,anonymous,,Ks,Own Vehicle,Visiting Friends/ Relatives,,,,,Old City,,,,,Swargate ,To visit Friends/ Relatives,Deccan,,,,,,,,,,5 or more,1-3 hours ago,First time,,,,,,A friend told me,Hangout with friends,I wanted to try Sourdough Pizza ,2-3 times a week,1 time per week,18-24,Male,,Student,,,Yes
203,6/28/2025 21:51,6/28/2025 21:56,anonymous,,Kd,Own Vehicle,At Home,,,,,Deccan,Deccan,,,,,To Home,Deccan,,,,,Deccan,,,,,1,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,2-3 times a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times a week,1 time per month,35-44,Male,Married with youngest kid (Above 12),Entrepreneur/ Business Owner,We own both,3 BHK,Yes
204,6/28/2025 21:54,6/28/2025 22:00,anonymous,,Ks,Walking,Shopping,,Deccan,,,,,,,,,To Home,Erandawne,,,,,,Law College Road,,,,1,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,24-34,Male,,Salaried Professional,,,Yes
205,6/28/2025 22:04,6/28/2025 22:06,anonymous,,Kd,Own Vehicle,Watching a movie/ Out for fun,R Deccan,,,,,,,,,,To Home,kothrud,,,,,,,MT College / Anand Nagar,,,5 or more,Planned yesterday,First time,,,,,,Social Media Ad (Instagram/ Facebook),"Special Celebration (Birthday, Anniversary, etc.)",I wanted to try Sourdough Pizza ,Once a week,1 time per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own a car,3 BHK,Yes
206,6/28/2025 22:01,6/28/2025 22:06,anonymous,,Ks,Own Vehicle,At Home,,,,,Kothrud,,,Mayur Colony / Ideal Colony,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,3,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times a week,2-3 times per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,2BHK,Yes
207,6/28/2025 22:06,6/28/2025 22:10,anonymous,,Kd,Own Vehicle,Shopping,,Pavillion Mall,,,,,,,,,To Home,kothrud,,,,,,,Bhusari Colony / Kothrud Depot,,,4,1-3 hours ago,First time,,,,,,A friend told me,Hangout with friends,Pizza with Drinks sounded like a good option,1 time per month,1 time per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,2BHK,Yes
208,6/28/2025 22:06,6/28/2025 22:10,anonymous,,Ks,Own Vehicle,Shopping,,JM Road,,,,,,,,,To Home,Sinhgad Road,,,,,,,,,,4,1-3 hours ago,First time,,,,,,A friend told me,Casual Meal,Pizza with Drinks sounded like a good option,2-3 times per month,2-3 times per month,35-44,Male,Married with youngest kid (Above 12),Salaried Professional,We own both,3 BHK,Yes
209,6/28/2025 22:11,6/28/2025 22:14,anonymous,,Kd,Own Vehicle,At Home,,,,,Erandawne,,Karve Road,,,,To Home,Erandawne,,,,,,Karve Road,,,,4,1-3 hours ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,Family Outing,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,2-3 times per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,2BHK,Yes
210,6/28/2025 22:17,6/28/2025 22:27,anonymous,,Ks,Own Vehicle,Visiting Friends/ Relatives,,,,,Shivajinagar,,,,Modern College,,To Home,Shivajinagar,,,,,,,,,,3,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a week,Casual Meal,I wanted to try Sourdough Pizza,Once a month,,,,Once a week,2-3 times a week,24-34,Male,Married but no kids,Salaried Professional,We own both,2BHK,Yes
211,6/28/2025 22:24,6/28/2025 22:29,anonymous,,Kd,Auto/ Cab,At Home,,,,,Shivajinagar,,,,Senapati Bapat Road,Gokhlenagar,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,2-3 times a month,"Special Celebration (Birthday, Anniversary)",Pizza with Drinks sounded like a good combo,2-3 times a month,,,,Almost Everyday,2-3 times a week,18-24,Male,Unmarried/ Single,Salaried Professional,None,2BHK,Yes
212,6/28/2025 22:29,6/28/2025 22:35,anonymous,,Kd,Own Vehicle,Watching a movie/ Out for fun,Pavillion Mall,,,,,,,,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,1,0-30 minutes ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,Nonna's famous Tiramisu,2-3 times per month,2-3 times per month,24-34,Female,Married but no kids,Salaried Professional,We own both,2BHK,Yes
213,6/28/2025 22:27,6/28/2025 22:36,anonymous,,Ks,Own Vehicle,At Home,,,,,Kothrud,,,Ne,,,To Home,kothrud,,,,,,,Ne,,,2,1-3 hours ago,First time,,,,,,A friend told me,Family Outing,I wanted to try Sourdough Pizza ,2-3 times per month,1 time per month,35-44,Male,Married with youngest kid (Above 12),Salaried Professional,We own a car,2BHK,Yes
214,6/28/2025 22:36,6/28/2025 22:41,anonymous,,Kd,Own Vehicle,At Home,,,,,Katraj village ,,,,,,To Home,Katraj town,,,,,,,,,,1,0-30 minutes ago,First time,,,,,,Reservation Apps - DineOut/ Zomato Gold,Date,Nonna's famous Tiramisu,2-3 times a week,1 time per month,Below 18,Prefer not to say,Married with youngest kid (Above 12),Retired,None,1RK,Yes
215,6/28/2025 22:37,6/28/2025 22:41,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,Phoenix millennium Wakad ,,,,,,,,,,To Home,Bopodi,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Hangout with friends,I wanted to try Sourdough Pizza ,2-3 times a week,1 time per month,24-34,Female,Married but no kids,Salaried Professional,We own a car,2BHK,Yes
216,6/28/2025 22:42,6/28/2025 22:44,anonymous,,Kd,Own Vehicle,At Home,,,,,Kothrud,,,MIT College / Anand Nagar,,,To Home,kothrud,,,,,,,MT College / Anand Nagar,,,4,1-3 hours ago,First time,,,,,,A friend told me,Hangout with friends,Nonna's famous Tiramisu,2-3 times per month,1 time per month,24-34,Female,Unmarried/ Single,Entrepreneur/ Business Owner,We own a car,5bhk,Yes
217,6/28/2025 22:44,6/28/2025 22:50,anonymous,,Ks,Own Vehicle,Visiting Friends/ Relatives,,,,,Katraj,,,,,,To Home,Katraj,,,,,,,,,,2,Planned long back ,First time,,,,,,Food Blogger/ Influencer,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,24-34,Female,Married but no kids,Salaried Professional,We own both,2BHK,Yes
218,6/28/2025 22:45,6/28/2025 22:51,anonymous,,Kd,Own Vehicle,At Home,,,,,Old City,,,,,Narayan Peth,To Home,Old City,,,,,,,,,,1,Planned yesterday,First time,,,,,,A friend told me,Date,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,24-34,Male,Unmarried/ Single,Student,We own a car,1 BHK,Yes
219,6/28/2025 22:50,6/28/2025 22:54,anonymous,,Kd,Own Vehicle,At Home,,,,,Erandawne,,Law College Road,,,,To visit Friends/ Relatives,Sinhagad road,,,,,,,,,,2,1-3 hours ago,First time,,,,,,A friend told me,Hangout with friends,I saw a good offer at Nonna's,Once a week,1 time per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,1 BHK,Yes
220,6/28/2025 22:52,6/28/2025 22:56,anonymous,,Ks,Walking,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Home,Old City,,,,,,,,,,4,1-3 hours ago,First time,,,,,,I was walking by and came in,Casual Meal,Pizza with Drinks sounded like a good option,Once a week,1 time per week,35-44,Female,Married but no kids,Entrepreneur/ Business Owner,We own a car,3 BHK,No
221,6/28/2025 22:54,6/28/2025 22:57,anonymous,,Kd,Own Vehicle,At Temple,,,,,,,,,,,To Temple,,,,,,,,,,,3,0-30 minutes ago,First time,,,,,,Pleasant experience at Surat branch,Casual Meal,Nonna's famous Tiramisu,1 time per month,2-3 times per month,55+,Female,Married with youngest kid (Above 12),Entrepreneur/ Business Owner,We own both,3 BHK,Yes
222,6/28/2025 22:57,6/28/2025 23:01,anonymous,,Ks,Own Vehicle,Shopping,,Pavillion Mall,,,,,,,,,To Home,kothrud,,,,,,,Bhusari Colony / Kothrud Depot,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,I wanted to try Sourdough Pizza,2-3 times a month,,,,Once a week,2-3 times per month,24-34,Male,Married but no kids,Salaried Professional,We own both,2BHK,Yes
223,6/28/2025 22:58,6/28/2025 23:05,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,Karve nagar,,,,,,,,,,To Home,kothrud,,,,,,,Dahanukar Colony / Kothrud Bus Stand,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,Once every 2-3 months,24-34,Female,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,3 BHK,No
224,6/28/2025 23:05,6/28/2025 23:08,anonymous,,Kd,Own Vehicle,At Home,,,,,Kothrud,,,Dahanukar Colony / Kothrud Bus Stand,,,To Home,kothrud,,,,,,,Dahanukar Colony / Kothrud Bus Stand,,,3,Planned yesterday,First time,,,,,,A friend told me,Casual Meal,Nonna's famous Tiramisu,Once a week,1 time per month,24-34,Prefer not to say,Unmarried/ Single,Salaried Professional,We own both,3 BHK,Yes
225,6/28/2025 23:01,6/28/2025 23:11,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,Pavillion Mall,,,,,,,,,,To Home,Deccan,,,,,Prabhat Road/Bhandarkar Road,,,,,2,1-3 hours ago,I come here often,Social Media Ad (Instagram/ Facebook),Once a quarter,Casual Meal,Nonna's famous Tiramisu ,Never ordered online,,,,Once a week,2-3 times per month,18-24,Female,Unmarried/ Single,Student,We own both,Bungalow ,Yes
226,6/28/2025 23:12,6/28/2025 23:13,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,Sambhaji Park,,,,,,,,,,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a week,Casual Meal,I wanted to try Sourdough Pizza,Once a month,,,,Almost Everyday,1 time per week,24-34,Male,Married with youngest kid (Below 12),Salaried Professional,We own both,2BHK,Yes
227,6/28/2025 23:13,6/28/2025 23:18,anonymous,,Ks,Auto/ Cab,At Home,,,,,Shivajinagar,,,,Model Colony,,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,I wanted to try Sourdough Pizza,2-3 times a month,,,,2-3 times a week,2-3 times per month,18-24,Male,Married but no kids,Salaried Professional,We own both,3 BHK,Yes
228,6/28/2025 23:08,6/28/2025 23:18,anonymous,,Kd,Own Vehicle,Watching a movie/ Out for fun,Pavillion Mall,,,,,,,,,,To Home,Deccan,,,,,Prabhat Road/Bhandarkar Road,,,,,1,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times a week,2-3 times a week,24-34,Male,Unmarried/ Single,Entrepreneur/ Business Owner,We own a car,Bunglow,Yes
229,6/28/2025 23:18,6/28/2025 23:21,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,J m road,,,,,,,,,,To Home,pcmc,,,,,,,,,,2,1-3 hours ago,I come here often,Word of Mouth/ Recommendation,Once every 6 months,Casual Meal,Nonna's famous Tiramisu ,Never ordered online,,,,2-3 times a week,Once every 2-3 months,24-34,Male,Unmarried/ Single,Entrepreneur/ Business Owner,We own a car,Bunglow,Yes
230,6/28/2025 23:21,6/29/2025 13:51,anonymous,,Ks,Own Vehicle,At Home,,,,,Shivajinagar,,,,Model Colony,,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,Reservation Apps - DineOut/ Zomato Gold,Family Outing,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,18-24,Male,Unmarried/ Single,Student,We own a car,3 BHK,Yes
231,6/29/2025 13:51,6/29/2025 14:06,anonymous,,Ks,Own Vehicle,Shopping,,Pavillion Mall,,,,,,,,,Another hotel,,,,,,,,,,,2,Planned long back ,I come here often,Food Blogger/ Influencer,Once a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times a week,1 time per month,24-34,Female,Unmarried/ Single,Entrepreneur/ Business Owner,We own both,2BHK,Yes
232,6/29/2025 14:13,6/29/2025 14:22,anonymous,,Ks,Own Vehicle,Visiting Friends/ Relatives,,,,,Magarpatta,,,,,,To Home,Magarpatta,,,,,,,,,,2,Planned yesterday,I come here often,Word of Mouth/ Recommendation,Once a month,Family Outing,Pizza with Drinks sounded like a good combo,Never ordered online,,,,Once a week,1 time per month,18-24,Female,,Student,,,Yes
233,6/29/2025 14:22,6/29/2025 14:32,anonymous,,Kd,Own Vehicle,Class,,,,,,,,,,,To Home,Pimple saudagar ,,,,,,,,,,1,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times a week,18-24,Male,Unmarried/ Single,Student,We own both,5bhk,Yes
234,6/29/2025 13:09,6/29/2025 14:36,anonymous,,Kd,Own Vehicle,At Home,,,,,Shivajinagar,,,,Model Colony,,To Home,Shivajinagar,,,,,,,,,,2,1-3 hours ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,Casual Meal,Pizza with Drinks sounded like a good combo,Never ordered online,,,,2-3 times a week,1 time per week,18-24,Female,Unmarried/ Single,Student,We own both,3 BHK,Yes
235,6/29/2025 14:33,6/29/2025 14:43,anonymous,,Ks,Own Vehicle,At Home,,,,,Koregaon park,,,,,,Shopping,,,FC Road,,,,,,,,3,1-3 hours ago,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Family Outing,I wanted to try Sourdough Pizza,Once a quarter,,,,Once a week,1 time per month,18-24,Male,Unmarried/ Single,Entrepreneur/ Business Owner,We own a car,3 BHK,Yes
236,6/29/2025 14:41,6/29/2025 14:48,anonymous,,Kd,Own Vehicle,At Home,,,,,Erandawne,,Deenanath Mangeshkar Hospital / Patwardhan Bag,,,,To Home,Erandawne,,,,,,Deenanath Mangeshkar Hospital / Patwardhan Bag,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Family Outing,We love the food here ,Never ordered online,,,,Once a week,2-3 times per month,35-44,Female,Married with youngest kid (Below 12),Entrepreneur/ Business Owner,We own a car,Bunga,Yes
237,6/29/2025 14:44,6/29/2025 14:51,anonymous,,Ks,Own Vehicle,At Home,,,,,Kothrud,,,Bhusari Colony / Kothrud Depot,,,To visit Friends/ Relatives,kothrud,,,,,,,,,,2,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a month,Casual Meal,I wanted to try Sourdough Pizza,Once a month,,,,1 time per month,1 time per month,18-24,Female,Unmarried/ Single,Student,We own both,2BHK,Yes
238,6/29/2025 14:50,6/29/2025 15:16,anonymous,,Kd,Own Vehicle,At Home,,,,,Erandawne,,Deenanath Mangeshkar Hospital / Patwardhan Bag,,,,Shopping,,,AundgH,,,,,,,,2,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,Once a week,2-3 times per month,45-54,Male,Married with youngest kid (Above 12),Entrepreneur/ Business Owner,We own a car,3 BHK,Yes
239,6/29/2025 14:51,6/29/2025 15:19,anonymous,,Ks,Own Vehicle,At Home,,,,,Vadgaonsheri,,,,,,To watch Movie/ Out for fun,,Sambhaji Park,,,,,,,,,3,Planned yesterday,I come here often,Word of Mouth/ Recommendation,Once a month,Hangout with Friends,Pizza with Drinks sounded like a good combo,Never ordered online,,,,2-3 times per month,2-3 times per month,24-34,Female,Unmarried/ Single,Student,We own both,Bunglow,Yes
240,6/29/2025 15:17,6/29/2025 15:21,anonymous,,Kd,Own Vehicle,At Home,,,,,Old City,,,,,Narayan Peth,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,2,0-30 minutes ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Date,I wanted to try Sourdough Pizza ,Once a week,2-3 times per month,18-24,Male,Unmarried/ Single,Student,We own both,2BHK,No
241,6/29/2025 15:20,6/29/2025 15:31,anonymous,,Kd,Own Vehicle,Watching a movie/ Out for fun,Pavillion Mall,,,,,,,,,,To Home,Magarpatta ,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,A friend told me,"Special Celebration (Birthday, Anniversary, etc.)",Nonna's famous Tiramisu,Once a week,2-3 times per month,24-34,Female,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,1 BHK,Yes
242,6/29/2025 15:23,6/29/2025 15:31,anonymous,,Kd,Walking,Shopping,,FC Road,,,,,,,,,To Home,Wakad,,,,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Family Outing,Pizza with Drinks sounded like a good combo,Never ordered online,,,,2-3 times a week,2-3 times per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,2BHK,Yes
243,6/29/2025 15:41,6/29/2025 15:43,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Vishrantwadi ,,,,,,To Home,Vishrantwadi ,,,,,,,,,,3,Planned long back ,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,Once a week,1 time per week,35-44,Female,Married with youngest kid (Below 12),Homemaker,We own a car,2BHK,Yes
244,6/29/2025 15:43,6/29/2025 15:45,anonymous,,Ks,Auto/ Cab,Shopping,,FC Road,,,,,,,,,To Home,Deccan,,,,,Deccan,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,I wanted to try Sourdough Pizza,Once a month,,,,2-3 times a week,2-3 times per month,24-34,Male,Unmarried/ Single,Salaried Professional,None,2BHK,Yes
245,6/29/2025 15:32,6/29/2025 15:46,anonymous,,Ks,Own Vehicle,At Home,,,,,Deccan,Apte Road / JM Road,,,,,To Work/ Office,,,,ICC / Senapati Bapat Road,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Hangout with friends,Pizza with Drinks sounded like a good option,2-3 times per month,1 time per month,18-24,Female,,Student,,,Yes
246,6/29/2025 15:47,6/29/2025 15:49,anonymous,,Kd,Metro/ Train,Visiting Friends/ Relatives,,,,,Shivajinagar,,,,Senapati Bapat Road,Navi Peth,To Home,Deccan,,,,,Prabhat Road/Bhandarkar Road,,,,,1,Planned long back ,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,Nonna's famous Tiramisu,Once every 2-3 months,Once every 2-3 months,Below 18,Female,Married with youngest kid (Above 12),Student,None,,No
247,6/29/2025 15:49,6/29/2025 16:01,anonymous,,Kd,Auto/ Cab,Shopping,,FC Road,,,,,,,,,To Home,kothrud,,,,,,,MT College / Anand Nagar,,,4,Planned yesterday,First time,,,,,,A friend told me,Family Outing,Nonna's famous Tiramisu,2-3 times per month,1 time per month,18-24,Female,Unmarried/ Single,Student,We own both,3 BHK,Yes
248,6/29/2025 15:45,6/29/2025 16:03,anonymous,,Ks,Own Vehicle,At Home,,,,,Old City,,,,,Guruwar peth,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,4,1-3 hours ago,I come here often,Word of Mouth/ Recommendation,Once every 6 months,Hangout with Friends,Pizza with Drinks sounded like a good combo,Never ordered online,,,,2-3 times a week,2-3 times per month,18-24,Female,Unmarried/ Single,Student,,,Yes
249,6/29/2025 16:03,6/29/2025 16:10,anonymous,,Kd,Auto/ Cab,Shopping,,FC Road,,,,,,,,,To Home,Old City,,,,,,,,,,2,Planned long back ,I come here often,Social Media Ad (Instagram/ Facebook),Once a month,Hangout with Friends,I wanted to try Sourdough Pizza,Never ordered online,,,,1 time per month,Once every 2-3 months,24-34,Female,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,2BHK,Yes
250,6/29/2025 16:02,6/29/2025 16:18,anonymous,,Kd,Own Vehicle,At Home,,,,,Kothrud,,,Mayur Colony / Ideal Colony,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,4,0-30 minutes ago,I come here often,It was nearby,2-3 times a month,Hangout with Friends,Nonna's famous Tiramisu ,Once a week,,,,Almost Everyday,1 time per month,24-34,Male,Married but no kids,Freelancer,We own a car,2BHK,Yes
251,6/29/2025 16:23,6/29/2025 16:27,anonymous,,Kd,Own Vehicle,At Home,,,,,Katraj and Hinjewadi,,,,,,To Home,Katraj and hinjewadi,,,,,,,,,,3,1-3 hours ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,Family Outing,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,1 time per month,24-34,Male,Married but no kids,Salaried Professional,We own both,2BHK,Yes
252,6/29/2025 16:21,6/29/2025 16:31,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,Pavillion Mall,,,,,,,,,,To Home,kothrud,,,,,,,Bhusari Colony / Kothrud Depot,,,3,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a month,Casual Meal,I wanted to try Sourdough Pizza,Once a month,,,,2-3 times per month,2-3 times per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,2BHK,Yes
253,6/29/2025 16:30,6/29/2025 16:33,anonymous,,Ayesha,Own Vehicle,Shopping,,Pavillion Mall,,,,,,,,,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,1,Planned yesterday,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,Once a week,2-3 times per month,24-34,Male,Unmarried/ Single,Student,None,2BHK,Yes
